,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
0,2015060222904,2015-05-28,2015-05-21,ABE,"Lehigh Valley International Airport, Allentown",Property Damage,Checkpoint,Personal Electronics,0,Deny
1,2015082725115,2015-08-21,2015-08-01,ABE,"Lehigh Valley International Airport, Allentown",Property Damage,Checked Baggage,Sporting Equipment & Supplies,180,Settle
2,2015102326219,2015-10-07,2015-10-02,ABE,"Lehigh Valley International Airport, Allentown",Passenger Property Loss,Checked Baggage,Clothing,60,Approve in Full
3,2015122027695,2015-10-27,2015-10-19,ABE,"Lehigh Valley International Airport, Allentown",Property Damage,Checkpoint,Personal Accessories,-,-
4,2015012220065,2015-01-22,2014-12-23,ABI,Abilene Regional,Property Damage,Checked Baggage,Home Decor,0,Deny
5,2015081024734,2015-08-05,2015-07-14,ABI,Abilene Regional,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,200,Approve in Full
6,2015092825697,2015-09-07,2015-08-06,ABI,Abilene Regional,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
7,2015010919746,2015-01-09,2014-11-24,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
8,2015022720896,2015-02-27,2013-02-26,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checkpoint,-,0,Deny
9,2015040721792,2015-04-06,2015-01-02,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Clothing; Home Decor,136.49,Settle
10,2015052722773,2015-05-27,2015-05-06,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Household Items,0,Deny
11,2015060422932,2015-05-29,2014-12-20,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Cameras; Computer & Accessories; Personal Electronics,0,Deny
12,2015062523439,2015-06-25,2015-05-30,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
13,2015072324120,2015-07-15,2015-06-14,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,121.89,Settle
14,2015072124032,2015-07-21,2015-07-07,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,-,0,Deny
15,2015073124423,2015-07-22,2015-05-29,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
16,2015081824946,2015-08-18,2015-08-12,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Clothing,0,Deny
17,2015083125181,2015-08-18,2015-08-15,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
18,2015082525077,2015-08-19,2015-08-15,ABQ,Albuquerque International Sunport Airport,-,Checked Baggage,Personal Accessories,-,-
19,2015092325581,2015-09-04,2015-08-16,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
20,2015092825690,2015-09-11,2015-08-08,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Food & Drink,0,Deny
21,2015100125817,2015-10-01,2015-07-31,ABQ,Albuquerque International Sunport Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
22,2015111626893,2015-10-26,2015-10-12,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
23,2015102926385,2015-10-29,2015-10-05,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
24,2015112327063,2015-11-03,2015-10-12,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Other,-,-
25,2015122127713,2015-12-07,2015-10-10,ABQ,Albuquerque International Sunport Airport,Passenger Property Loss,Checked Baggage,Other,-,-
26,2015080324436,2015-07-20,2015-05-20,ABR,Aberdeen Regional Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
27,2015110926712,2015-10-19,2015-10-07,ABR,Aberdeen Regional Airport,Passenger Property Loss,Checkpoint,Currency; Jewelry & Watches,-,-
28,2015120227241,2015-11-12,2015-11-09,ABR,Aberdeen Regional Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
29,2015123128024,2015-12-18,2015-11-25,ABR,Aberdeen Regional Airport,Complaint,Checkpoint,-,-,-
30,2015032021422,2015-03-20,2015-03-06,ACK,Nantucket Memorial Airport,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Clothing; Clothing,0,Deny
31,2015111826956,2015-10-27,2015-10-25,ACT,Waco Regional Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
32,2015072224105,2015-07-15,2015-05-31,ACV,Arcata-Eureka,Passenger Property Loss,Checked Baggage,Currency; Currency; Other,0,Deny
33,2015020320343,2015-02-03,2015-01-23,ACY,Atlantic City International,Property Damage,Checkpoint,Baggage/Cases/Purses,47.5,Approve in Full
34,2015042922169,2015-04-29,2015-04-07,ACY,Atlantic City International,Passenger Property Loss,Checked Baggage,Other,38,Approve in Full
35,2015050822389,2015-05-08,2015-04-23,ACY,Atlantic City International,Property Damage,Checkpoint,Clothing,30,Approve in Full
36,2015070823700,2015-06-30,2015-06-18,ACY,Atlantic City International,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
37,2015080624611,2015-08-06,2015-07-13,ACY,Atlantic City International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
38,2015102226197,2015-10-02,2015-08-26,ACY,Atlantic City International,Property Damage,Checked Baggage,Computer & Accessories,31.92,Settle
39,2015100525869,2015-09-16,2015-08-13,ADK,Adak Mitchell Field Airport,Passenger Property Loss,Checked Baggage,Outdoor Items,0,Deny
40,2015013020310,2015-01-30,2014-11-18,ADQ,Kodiak State Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,65.01,Approve in Full
41,2015032621512,2015-03-26,2015-02-11,ADQ,Kodiak State Airport,Property Damage,Checked Baggage,-,0,Deny
42,2015071423780,2015-07-01,2015-05-30,AGS,Bush Field,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
43,2015072023986,2015-07-20,2015-07-04,AGS,Bush Field,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
44,2015122927958,2015-12-10,2015-12-01,AGS,Bush Field,Property Damage,Checked Baggage,Baggage/Cases/Purses,25,Approve in Full
45,2015011219787,2015-01-12,2014-10-17,ALB,Albany International,Passenger Property Loss,Checked Baggage,Travel Accessories,10.86,Approve in Full
46,2015020420399,2015-02-04,2015-01-05,ALB,Albany International,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
47,2015020920503,2015-02-09,2015-02-03,ALB,Albany International,Property Damage,Checked Baggage,Other,247.5,Settle
48,2015021320565,2015-02-13,2015-01-05,ALB,Albany International,Property Damage,Checked Baggage,Baggage/Cases/Purses,100,Approve in Full
49,2015021820652,2015-02-18,2015-01-17,ALB,Albany International,Passenger Property Loss,Checked Baggage,Other,240.71,Approve in Full
50,2015031621239,2015-03-11,2015-02-28,ALB,Albany International,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
51,2015031721313,2015-03-17,2015-02-19,ALB,Albany International,Property Damage,Checked Baggage,Personal Accessories,0,Deny
52,2015041421906,2015-04-14,2014-10-15,ALB,Albany International,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,82,Approve in Full
53,2015042422114,2015-04-27,2015-04-08,ALB,Albany International,Property Damage,Checkpoint,Personal Accessories,192.78,Settle
54,2015050522313,2015-04-28,2015-04-18,ALB,Albany International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,19,Approve in Full
55,2015050822384,2015-05-08,2015-04-16,ALB,Albany International,Passenger Property Loss,Checked Baggage,Clothing,40,Approve in Full
56,2015051222472,2015-05-08,2015-02-13,ALB,Albany International,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,57.95,Approve in Full
57,2015052122677,2015-05-21,2015-03-16,ALB,Albany International,Property Damage,Checkpoint,Clothing,46,Approve in Full
58,2015052222718,2015-05-22,2014-09-04,ALB,Albany International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
59,2015062623471,2015-06-15,2015-04-29,ALB,Albany International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
60,2015062623472,2015-06-15,2015-04-29,ALB,Albany International,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
61,2015081924980,2015-08-19,2015-08-19,ALB,Albany International,Property Damage,Checked Baggage,Travel Accessories,47.09,Approve in Full
62,2015082625090,2015-08-26,2015-08-05,ALB,Albany International,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches; Jewelry & Watches; Personal Electronics,0,Deny
63,2015092125479,2015-09-02,2015-08-24,ALB,Albany International,Property Damage,Checkpoint,Clothing,310.3,Settle
64,2015091825430,2015-09-04,2015-08-06,ALB,Albany International,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
65,2015091825433,2015-09-04,2015-08-02,ALB,Albany International,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
66,2015111926985,2015-11-03,2015-10-20,ALB,Albany International,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
67,2015120327254,2015-11-16,2015-10-01,ALB,Albany International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
68,2015120727322,2015-11-19,2015-10-22,ALB,Albany International,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
69,2015122027699,2015-12-20,2015-09-11,ALB,Albany International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
70,2015122327830,2015-12-10,2015-11-23,ALO,Waterloo Municipal Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
71,2016010528115,2015-12-21,2015-12-17,ALO,Waterloo Municipal Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
72,2015020220336,2015-02-02,2014-12-11,ALW,Walla Walla Regional Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming; Other; Other,0,Deny
73,2015080424551,2015-08-03,2015-07-18,ALW,Walla Walla Regional Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
74,2015102826333,2015-10-08,2015-10-04,ALW,Walla Walla Regional Airport,Property Damage,Checked Baggage,Food & Drink,45.74,Approve in Full
75,2015051822571,2015-05-12,2015-05-06,AMA,Rick Husband Amarillo International Airport,Property Damage,Checkpoint,Clothing,21.64,Approve in Full
76,2015100825965,2015-09-24,2015-09-22,AMA,Rick Husband Amarillo International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
77,2015010919738,2015-01-08,2014-12-13,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Toys & Games,0,Deny
78,2015020920480,2015-02-09,2015-01-26,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Clothing; Travel Accessories,0,Deny
79,2015021820691,2015-02-17,2015-01-05,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Toys & Games,48.75,Approve in Full
80,2015031721265,2015-03-17,2015-02-21,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
81,2015042922194,2015-04-22,2015-04-19,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
82,2015052022625,2015-05-20,2015-05-09,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Home Decor,136.94,Settle
83,2015052622729,2015-05-26,2015-05-18,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
84,2015060922973,2015-05-29,2015-05-08,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Other,100,Approve in Full
85,2015061923246,2015-06-10,2015-06-01,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Clothing; Food & Drink; Other,100,Approve in Full
86,2015070123598,2015-06-25,2015-04-19,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,174.5,Settle
87,2015070223625,2015-06-25,2015-06-14,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
88,2015070723679,2015-07-07,2015-06-28,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Personal Electronics,0,Deny
89,2015072824275,2015-07-22,2015-07-15,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checkpoint,Clothing,44.09,Settle
90,2015073024368,2015-07-24,2015-07-14,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Home Decor; Jewelry & Watches; Other; Other,0,Deny
91,2015080724725,2015-08-07,2015-07-22,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Hunting & Fishing Items,0,Deny
92,2015081224824,2015-08-11,2015-07-15,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
93,2015081324842,2015-08-13,2015-07-29,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
94,2015082125025,2015-08-19,2015-08-01,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Computer & Accessories,-,-
95,2015082425046,2015-08-24,2015-08-14,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
96,2015083125164,2015-08-24,2015-08-12,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
97,2015092525641,2015-09-11,2015-08-18,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Personal Electronics,149,Approve in Full
98,2015092825681,2015-09-15,2015-08-30,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Travel Accessories,-,-
99,2015102126164,2015-10-01,2015-09-12,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
100,2015102726312,2015-10-02,2015-08-10,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
101,2015102326222,2015-10-07,2015-08-20,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
102,2015102826364,2015-10-08,2015-09-27,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
103,2015111226825,2015-10-26,2015-10-12,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
104,2015111626899,2015-10-26,2015-09-16,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checkpoint,Clothing,-,-
105,2015121127483,2015-11-25,2015-11-15,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
106,2015123027987,2015-12-15,2015-12-02,ANC,Ted Stevens Anchorage International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
107,2016010428048,2015-12-21,2015-10-31,ANC,Ted Stevens Anchorage International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,-,-
108,2015110526616,2015-10-13,2015-10-10,APN,Alpena County Regional Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Currency,0,Deny
109,2015010719671,2015-01-07,2014-12-30,ASE,Aspen Pitkin County Sardy Field,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
110,2015011219792,2015-01-12,2015-01-08,ASE,Aspen Pitkin County Sardy Field,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,445,Settle
111,2015050122264,2015-04-29,2015-04-29,ASE,Aspen Pitkin County Sardy Field,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses,0,Deny
112,2015062923516,2015-06-23,2015-01-05,ASE,Aspen Pitkin County Sardy Field,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
113,2015081124812,2015-08-11,2015-07-19,ASE,Aspen Pitkin County Sardy Field,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
114,2015010519552,2015-01-02,2014-12-16,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,-,0,Deny
115,2015010519591,2015-01-05,2014-12-28,ATL,Hartsfield-Jackson Atlanta International Airport,-,Checked Baggage,Clothing; Other; Other,-,-
116,2015010719651,2015-01-07,2014-11-17,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,266.12,Settle
117,2015010719681,2015-01-07,2015-01-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
118,2015011219804,2015-01-12,2015-01-06,ATL,Hartsfield-Jackson Atlanta International Airport,Complaint,Checked Baggage,Clothing,-,-
119,2015011319818,2015-01-13,2015-01-04,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,10.95,Approve in Full
120,2015011319828,2015-01-13,2014-12-26,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
121,2015011519905,2015-01-13,2014-11-28,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,95.18,Approve in Full
122,2015011419861,2015-01-14,2015-01-08,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
123,2015011519890,2015-01-14,2014-12-30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,44.99,Approve in Full
124,2015011519904,2015-01-15,2014-12-26,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
125,2015011619951,2015-01-16,2014-12-28,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Musical Instruments & Accessories,138.99,Approve in Full
126,2015012220069,2015-01-16,2015-01-04,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Musical Instruments & Accessories,-,-
127,2015012019958,2015-01-20,2014-12-18,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Other,0,Deny
128,2015012019991,2015-01-20,2015-01-16,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
129,2015012020003,2015-01-20,2014-12-30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
130,2015012020014,2015-01-20,2015-01-07,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink; Toys & Games,-,-
131,2015012220077,2015-01-22,2015-01-02,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
132,2015012220080,2015-01-22,2014-12-30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,-,18,Approve in Full
133,2015012220082,2015-01-22,2014-04-19,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
134,2015012220100,2015-01-22,2015-01-20,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
135,2015012320121,2015-01-23,2014-10-14,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
136,2015012320130,2015-01-23,2014-12-18,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,-,7.54,Approve in Full
137,2015012620167,2015-01-23,2014-12-31,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
138,2015012620145,2015-01-26,2014-12-13,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,-,0,Deny
139,2015012620156,2015-01-26,2014-12-18,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science; Other,0,Deny
140,2015012620175,2015-01-26,2014-12-07,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
141,2015012820223,2015-01-28,2014-10-29,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,-,-
142,2015012820246,2015-01-28,2015-01-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,0,Deny
143,2015012820259,2015-01-28,2014-10-25,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,12.8,Approve in Full
144,2015012920283,2015-01-29,2015-01-27,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
145,2015013020290,2015-01-30,2015-01-10,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,198.56,Approve in Full
146,2015013020300,2015-01-30,2015-01-23,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Cameras; Personal Electronics; Personal Electronics; Travel Accessories,0,Deny
147,2015013020303,2015-01-30,2015-01-01,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Other,419.72,Approve in Full
148,2015020220331,2015-02-02,2014-11-08,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing,0,Deny
149,2015020620452,2015-02-06,2015-01-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,-,0,Deny
150,2015020620476,2015-02-09,2014-11-04,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Currency,0,Deny
151,2015020920477,2015-02-09,2014-07-30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,0,Deny
152,2015020920481,2015-02-09,2015-02-06,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,895.56,Settle
153,2015020920501,2015-02-09,2015-01-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
154,2015021120529,2015-02-09,2015-01-11,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
155,2015021020509,2015-02-10,2015-01-31,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,-,45,Approve in Full
156,2015021320616,2015-02-12,2015-01-31,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,-,0,Deny
157,2015021320583,2015-02-13,2015-01-09,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
158,2015021720629,2015-02-13,2015-02-09,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,-,1742.69,Approve in Full
159,2015021820668,2015-02-18,2015-02-08,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,13,Approve in Full
160,2015021820693,2015-02-18,2015-02-13,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,-,0,Deny
161,2015022520868,2015-02-20,2015-02-07,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
162,2015022320767,2015-02-23,2015-02-23,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,-,0,Deny
163,2015022420827,2015-02-23,2015-02-18,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,695.89,Approve in Full
164,2015022520845,2015-02-25,2015-02-18,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,0,Deny
165,2015022720920,2015-02-26,2015-02-13,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
166,2015022720914,2015-02-27,2015-02-11,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,53,Approve in Full
167,2015030220957,2015-03-02,2015-02-26,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
168,2015030521030,2015-03-04,2015-02-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
169,2015030521039,2015-03-05,2015-03-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
170,2015030621056,2015-03-06,2015-02-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Other,0,Deny
171,2015030921066,2015-03-09,2015-02-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,175,Approve in Full
172,2015031021132,2015-03-10,2015-03-04,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
173,2015031321219,2015-03-10,2015-01-31,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Home Decor,171.64,Settle
174,2015031621232,2015-03-12,2015-03-06,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,84.5,Approve in Full
175,2015031721297,2015-03-17,2015-02-06,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
176,2015031721315,2015-03-18,2015-03-15,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Other,Computer & Accessories,-,-
177,2015031921378,2015-03-19,2015-03-06,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
178,2015031921382,2015-03-19,2014-12-23,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
179,2015032021394,2015-03-20,2015-03-08,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
180,2015032021420,2015-03-20,2014-08-24,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
181,2015032321439,2015-03-23,2015-03-20,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,199,Approve in Full
182,2015032421451,2015-03-24,2015-03-13,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
183,2015032621518,2015-03-25,2015-03-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,-,60,Settle
184,2015032621526,2015-03-25,2015-03-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Clothing,0,Deny
185,2015032621506,2015-03-26,2015-03-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
186,2015032621546,2015-03-26,2015-03-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Personal Electronics,172.98,Approve in Full
